date,avg_polarity,avg_confidence,news_article_count,sentiment_change,momentum_3d,momentum_5d
2017-12-20,0.7056747078895569,0.7056747078895569,1,0.0,0.0,0.0
2017-12-21,0.0,0.0,0,-0.7056747078895569,0.0,0.0
2017-12-22,0.0,0.0,0,0.0,0.2352249026298523,0.0
2017-12-23,0.0,0.0,0,0.0,0.0,0.0
2017-12-24,0.0,0.0,0,0.0,0.0,0.14113494157791137
2017-12-25,0.0,0.0,0,0.0,0.0,0.0
2017-12-26,0.0,0.0,0,0.0,0.0,0.0
2017-12-27,0.0,0.0,0,0.0,0.0,0.0
2017-12-28,0.0,0.0,0,0.0,0.0,0.0
2017-12-29,0.0,0.0,0,0.0,0.0,0.0
2017-12-30,0.0,0.0,0,0.0,0.0,0.0
2017-12-31,0.0,0.0,0,0.0,0.0,0.0
2018-01-01,0.0,0.0,0,0.0,0.0,0.0
2018-01-02,0.0,0.0,0,0.0,0.0,0.0
2018-01-03,0.0,0.0,0,0.0,0.0,0.0
2018-01-04,0.0,0.0,0,0.0,0.0,0.0
2018-01-05,0.0,0.0,0,0.0,0.0,0.0
2018-01-06,0.0,0.0,0,0.0,0.0,0.0
2018-01-07,0.0,0.0,0,0.0,0.0,0.0
2018-01-08,0.0,0.0,0,0.0,0.0,0.0
2018-01-09,0.0,0.0,0,0.0,0.0,0.0
2018-01-10,0.0,0.0,0,0.0,0.0,0.0
2018-01-11,0.0,0.0,0,0.0,0.0,0.0
2018-01-12,0.0,0.0,0,0.0,0.0,0.0
2018-01-13,0.0,0.0,0,0.0,0.0,0.0
2018-01-14,0.0,0.0,0,0.0,0.0,0.0
2018-01-15,0.0,0.0,0,0.0,0.0,0.0
2018-01-16,0.0,0.0,0,0.0,0.0,0.0
2018-01-17,0.0,0.0,0,0.0,0.0,0.0
2018-01-18,0.0,0.0,0,0.0,0.0,0.0
2018-01-19,0.0,0.0,0,0.0,0.0,0.0
2018-01-20,0.0,0.0,0,0.0,0.0,0.0
2018-01-21,0.0,0.0,0,0.0,0.0,0.0
2018-01-22,0.0,0.0,0,0.0,0.0,0.0
2018-01-23,0.0,0.0,0,0.0,0.0,0.0
2018-01-24,0.0,0.0,0,0.0,0.0,0.0
2018-01-25,0.0,0.0,0,0.0,0.0,0.0
2018-01-26,0.0,0.0,0,0.0,0.0,0.0
2018-01-27,0.0,0.0,0,0.0,0.0,0.0
2018-01-28,0.0,0.0,0,0.0,0.0,0.0
2018-01-29,0.0,0.0,0,0.0,0.0,0.0
2018-01-30,0.0,0.0,0,0.0,0.0,0.0
2018-01-31,0.0,0.0,0,0.0,0.0,0.0
2018-02-01,0.0,0.0,0,0.0,0.0,0.0
2018-02-02,0.0,0.0,0,0.0,0.0,0.0
2018-02-03,0.0,0.0,0,0.0,0.0,0.0
