date,avg_polarity,avg_confidence,news_article_count,sentiment_change,momentum_3d,momentum_5d
2008-12-06,-0.9620604515075684,0.9620604515075684,1,0.0,0.0,0.0
2008-12-07,0.0,0.0,0,0.9620604515075684,0.0,0.0
2008-12-08,0.0,0.0,0,0.0,-0.32068681716918945,0.0
2008-12-09,0.0,0.0,0,0.0,0.0,0.0
2008-12-10,0.0,0.0,0,0.0,0.0,-0.19241209030151368
2008-12-11,0.0,0.0,0,0.0,0.0,0.0
2008-12-12,0.0,0.0,0,0.0,0.0,0.0
2008-12-13,0.0,0.0,0,0.0,0.0,0.0
2008-12-14,0.0,0.0,0,0.0,0.0,0.0
2008-12-15,0.0,0.0,0,0.0,0.0,0.0
2008-12-16,0.0,0.0,0,0.0,0.0,0.0
2008-12-17,0.0,0.0,0,0.0,0.0,0.0
2008-12-18,0.0,0.0,0,0.0,0.0,0.0
2008-12-19,0.0,0.0,0,0.0,0.0,0.0
2008-12-20,0.0,0.0,0,0.0,0.0,0.0
2008-12-21,0.0,0.0,0,0.0,0.0,0.0
2008-12-22,0.0,0.0,0,0.0,0.0,0.0
2008-12-23,0.0,0.0,0,0.0,0.0,0.0
2008-12-24,0.0,0.0,0,0.0,0.0,0.0
2008-12-25,0.0,0.0,0,0.0,0.0,0.0
2008-12-26,0.0,0.0,0,0.0,0.0,0.0
2008-12-27,0.0,0.0,0,0.0,0.0,0.0
2008-12-28,0.0,0.0,0,0.0,0.0,0.0
2008-12-29,0.0,0.0,0,0.0,0.0,0.0
2008-12-30,0.0,0.0,0,0.0,0.0,0.0
2008-12-31,0.0,0.0,0,0.0,0.0,0.0
2009-01-01,0.0,0.0,0,0.0,0.0,0.0
2009-01-02,0.0,0.0,0,0.0,0.0,0.0
2009-01-03,0.0,0.0,0,0.0,0.0,0.0
2009-01-04,0.0,0.0,0,0.0,0.0,0.0
2009-01-05,0.0,0.0,0,0.0,0.0,0.0
2009-01-06,0.0,0.0,0,0.0,0.0,0.0
2009-01-07,0.0,0.0,0,0.0,0.0,0.0
2009-01-08,0.0,0.0,0,0.0,0.0,0.0
2009-01-09,0.0,0.0,0,0.0,0.0,0.0
2009-01-10,0.0,0.0,0,0.0,0.0,0.0
2009-01-11,0.0,0.0,0,0.0,0.0,0.0
2009-01-12,0.0,0.0,0,0.0,0.0,0.0
2009-01-13,0.0,0.0,0,0.0,0.0,0.0
2009-01-14,0.0,0.0,0,0.0,0.0,0.0
2009-01-15,0.0,0.0,0,0.0,0.0,0.0
2009-01-16,0.0,0.0,0,0.0,0.0,0.0
2009-01-17,0.0,0.0,0,0.0,0.0,0.0
2009-01-18,0.0,0.0,0,0.0,0.0,0.0
2009-01-19,0.0,0.0,0,0.0,0.0,0.0
2009-01-20,0.0,0.0,0,0.0,0.0,0.0
2009-01-21,0.0,0.0,0,0.0,0.0,0.0
2009-01-22,0.0,0.0,0,0.0,0.0,0.0
2009-01-23,0.0,0.0,0,0.0,0.0,0.0
2009-01-24,0.0,0.0,0,0.0,0.0,0.0
2009-01-25,0.0,0.0,0,0.0,0.0,0.0
2009-01-26,0.0,0.0,0,0.0,0.0,0.0
2009-01-27,0.0,0.0,0,0.0,0.0,0.0
2009-01-28,0.0,0.0,0,0.0,0.0,0.0
2009-01-29,0.0,0.0,0,0.0,0.0,0.0
2009-01-30,0.0,0.0,0,0.0,0.0,0.0
2009-01-31,0.0,0.0,0,0.0,0.0,0.0
2009-02-01,0.0,0.0,0,0.0,0.0,0.0
2009-02-02,0.0,0.0,0,0.0,0.0,0.0
2009-02-03,0.0,0.0,0,0.0,0.0,0.0
2009-02-04,0.0,0.0,0,0.0,0.0,0.0
2009-02-05,0.0,0.0,0,0.0,0.0,0.0
2009-02-06,0.0,0.0,0,0.0,0.0,0.0
2009-02-07,0.0,0.0,0,0.0,0.0,0.0
2009-02-08,0.0,0.0,0,0.0,0.0,0.0
2009-02-09,0.0,0.0,0,0.0,0.0,0.0
2009-02-10,0.0,0.0,0,0.0,0.0,0.0
2009-02-11,0.0,0.0,0,0.0,0.0,0.0
2009-02-12,0.0,0.0,0,0.0,0.0,0.0
2009-02-13,0.0,0.0,0,0.0,0.0,0.0
2009-02-14,0.0,0.0,0,0.0,0.0,0.0
2009-02-15,0.0,0.0,0,0.0,0.0,0.0
2009-02-16,0.0,0.0,0,0.0,0.0,0.0
2009-02-17,0.0,0.0,0,0.0,0.0,0.0
2009-02-18,0.0,0.0,0,0.0,0.0,0.0
2009-02-19,0.0,0.0,0,0.0,0.0,0.0
2009-02-20,0.0,0.0,0,0.0,0.0,0.0
2009-02-21,0.0,0.0,0,0.0,0.0,0.0
