date,avg_polarity,avg_confidence,news_article_count,sentiment_change,momentum_3d,momentum_5d
2016-06-03,0.0,0.946938693523407,1,0.0,0.0,0.0
2016-06-04,0.0,0.0,0,0.0,0.0,0.0
2016-06-05,0.0,0.0,0,0.0,0.0,0.0
2016-06-06,0.0,0.0,0,0.0,0.0,0.0
2016-06-07,0.0,0.0,0,0.0,0.0,0.0
2016-06-08,0.0,0.0,0,0.0,0.0,0.0
2016-06-09,0.0,0.0,0,0.0,0.0,0.0
2016-06-10,0.0,0.0,0,0.0,0.0,0.0
2016-06-11,0.0,0.0,0,0.0,0.0,0.0
2016-06-12,0.0,0.0,0,0.0,0.0,0.0
2016-06-13,0.0,0.0,0,0.0,0.0,0.0
2016-06-14,0.0,0.0,0,0.0,0.0,0.0
2016-06-15,0.0,0.0,0,0.0,0.0,0.0
2016-06-16,0.0,0.0,0,0.0,0.0,0.0
2016-06-17,0.0,0.0,0,0.0,0.0,0.0
2016-06-18,0.0,0.0,0,0.0,0.0,0.0
2016-06-19,0.0,0.0,0,0.0,0.0,0.0
2016-06-20,0.0,0.0,0,0.0,0.0,0.0
2016-06-21,0.0,0.0,0,0.0,0.0,0.0
2016-06-22,0.0,0.0,0,0.0,0.0,0.0
2016-06-23,0.0,0.0,0,0.0,0.0,0.0
2016-06-24,0.0,0.0,0,0.0,0.0,0.0
2016-06-25,0.0,0.0,0,0.0,0.0,0.0
2016-06-26,0.0,0.0,0,0.0,0.0,0.0
2016-06-27,0.0,0.0,0,0.0,0.0,0.0
2016-06-28,0.0,0.0,0,0.0,0.0,0.0
2016-06-29,0.0,0.0,0,0.0,0.0,0.0
2016-06-30,0.0,0.0,0,0.0,0.0,0.0
2016-07-01,0.0,0.0,0,0.0,0.0,0.0
2016-07-02,0.0,0.0,0,0.0,0.0,0.0
2016-07-03,0.0,0.0,0,0.0,0.0,0.0
2016-07-04,0.0,0.0,0,0.0,0.0,0.0
2016-07-05,0.0,0.0,0,0.0,0.0,0.0
2016-07-06,0.0,0.0,0,0.0,0.0,0.0
2016-07-07,0.0,0.0,0,0.0,0.0,0.0
2016-07-08,0.0,0.0,0,0.0,0.0,0.0
2016-07-09,0.0,0.0,0,0.0,0.0,0.0
2016-07-10,0.0,0.0,0,0.0,0.0,0.0
2016-07-11,0.0,0.0,0,0.0,0.0,0.0
2016-07-12,0.0,0.0,0,0.0,0.0,0.0
2016-07-13,0.0,0.0,0,0.0,0.0,0.0
2016-07-14,0.0,0.0,0,0.0,0.0,0.0
2016-07-15,0.0,0.0,0,0.0,0.0,0.0
2016-07-16,0.0,0.0,0,0.0,0.0,0.0
2016-07-17,0.0,0.0,0,0.0,0.0,0.0
2016-07-18,0.0,0.0,0,0.0,0.0,0.0
2016-07-19,0.0,0.0,0,0.0,0.0,0.0
2016-07-20,0.0,0.0,0,0.0,0.0,0.0
2016-07-21,0.0,0.0,0,0.0,0.0,0.0
2016-07-22,0.0,0.0,0,0.0,0.0,0.0
2016-07-23,0.0,0.0,0,0.0,0.0,0.0
2016-07-24,0.0,0.0,0,0.0,0.0,0.0
2016-07-25,0.0,0.0,0,0.0,0.0,0.0
2016-07-26,0.0,0.0,0,0.0,0.0,0.0
2016-07-27,0.0,0.0,0,0.0,0.0,0.0
2016-07-28,0.0,0.0,0,0.0,0.0,0.0
2016-07-29,0.0,0.0,0,0.0,0.0,0.0
2016-07-30,0.0,0.0,0,0.0,0.0,0.0
2016-07-31,0.0,0.0,0,0.0,0.0,0.0
2016-08-01,0.0,0.0,0,0.0,0.0,0.0
2016-08-02,0.0,0.0,0,0.0,0.0,0.0
2016-08-03,0.0,0.0,0,0.0,0.0,0.0
2016-08-04,0.0,0.0,0,0.0,0.0,0.0
2016-08-05,0.0,0.0,0,0.0,0.0,0.0
2016-08-06,0.0,0.0,0,0.0,0.0,0.0
2016-08-07,0.0,0.0,0,0.0,0.0,0.0
2016-08-08,0.0,0.0,0,0.0,0.0,0.0
2016-08-09,0.0,0.0,0,0.0,0.0,0.0
2016-08-10,0.0,0.0,0,0.0,0.0,0.0
2016-08-11,0.0,0.0,0,0.0,0.0,0.0
2016-08-12,0.0,0.0,0,0.0,0.0,0.0
2016-08-13,0.0,0.0,0,0.0,0.0,0.0
2016-08-14,0.0,0.0,0,0.0,0.0,0.0
2016-08-15,0.0,0.0,0,0.0,0.0,0.0
2016-08-16,0.0,0.0,0,0.0,0.0,0.0
2016-08-17,0.0,0.0,0,0.0,0.0,0.0
2016-08-18,0.0,0.0,0,0.0,0.0,0.0
2016-08-19,0.0,0.0,0,0.0,0.0,0.0
2016-08-20,0.0,0.0,0,0.0,0.0,0.0
2016-08-21,0.0,0.0,0,0.0,0.0,0.0
2016-08-22,0.0,0.0,0,0.0,0.0,0.0
2016-08-23,0.0,0.0,0,0.0,0.0,0.0
