date,avg_polarity,avg_confidence,news_article_count,sentiment_change,momentum_3d,momentum_5d
2008-07-02,0.8237401247024536,0.8237401247024536,1,0.0,0.0,0.0
2008-07-03,0.0,0.0,0,-0.8237401247024536,0.0,0.0
2008-07-04,0.0,0.0,0,0.0,0.27458004156748456,0.0
2008-07-05,0.0,0.0,0,0.0,0.0,0.0
2008-07-06,0.0,0.0,0,0.0,0.0,0.16474802494049073
2008-07-07,0.0,0.0,0,0.0,0.0,0.0
2008-07-08,0.0,0.0,0,0.0,0.0,0.0
2008-07-09,0.0,0.0,0,0.0,0.0,0.0
2008-07-10,0.0,0.0,0,0.0,0.0,0.0
2008-07-11,0.0,0.0,0,0.0,0.0,0.0
2008-07-12,0.0,0.0,0,0.0,0.0,0.0
2008-07-13,0.0,0.0,0,0.0,0.0,0.0
2008-07-14,0.0,0.0,0,0.0,0.0,0.0
2008-07-15,0.0,0.0,0,0.0,0.0,0.0
2008-07-16,0.0,0.0,0,0.0,0.0,0.0
2008-07-17,0.0,0.0,0,0.0,0.0,0.0
2008-07-18,0.0,0.0,0,0.0,0.0,0.0
2008-07-19,0.0,0.0,0,0.0,0.0,0.0
2008-07-20,0.0,0.0,0,0.0,0.0,0.0
2008-07-21,0.0,0.0,0,0.0,0.0,0.0
2008-07-22,0.0,0.0,0,0.0,0.0,0.0
2008-07-23,0.0,0.0,0,0.0,0.0,0.0
2008-07-24,0.0,0.0,0,0.0,0.0,0.0
2008-07-25,0.0,0.0,0,0.0,0.0,0.0
2008-07-26,0.0,0.0,0,0.0,0.0,0.0
2008-07-27,0.0,0.0,0,0.0,0.0,0.0
2008-07-28,0.0,0.0,0,0.0,0.0,0.0
2008-07-29,0.0,0.0,0,0.0,0.0,0.0
2008-07-30,0.0,0.0,0,0.0,0.0,0.0
2008-07-31,0.0,0.0,0,0.0,0.0,0.0
2008-08-01,0.0,0.0,0,0.0,0.0,0.0
2008-08-02,0.0,0.0,0,0.0,0.0,0.0
2008-08-03,0.0,0.0,0,0.0,0.0,0.0
2008-08-04,0.0,0.0,0,0.0,0.0,0.0
2008-08-05,0.0,0.0,0,0.0,0.0,0.0
2008-08-06,0.0,0.0,0,0.0,0.0,0.0
2008-08-07,0.0,0.0,0,0.0,0.0,0.0
2008-08-08,0.0,0.0,0,0.0,0.0,0.0
2008-08-09,0.0,0.0,0,0.0,0.0,0.0
